hls_id,url,title,gender,starttimerange,endtimerange,timeprecision,vorname,nachname,gbdatum,tddatum,heiratsdatum,heiratspartner,text
22568,https://hls-dhs-dss.ch/de/articles/022568/,"Pfenninger, Johannes",Männlich,1751–1800,1801–1850,,Johannes,Pfenninger,1765-02-20,1825-12-31,​,"1) 1801 Dorothea Kramer, Tochter des Hans Heinrich, Buchbinders, 2) 1816 Magdalena Baag, Modehändlerin, Tochter des Jakob","     Der Maler mit seiner Familie in seinem Atelier in Zürich. Aquarell, um 1805 (Schweizerisches Nationalmuseum). Autorin/Autor: Veronika Feller-Vest 20.2.1765 Stäfa, 31.12.1825 Zürich, ref., von Stäfa. Sohn des Johann Jakob, Färbermeisters, und der Magdalena Weymann. ​1) 1801 Dorothea Kramer, Tochter des Hans Heinrich, Buchbinders, 2) 1816 Magdalena Baag, Modehändlerin, Tochter des Jakob. Bereits mit acht Jahren arbeitete P. als Ofenkachelmaler beim Hafner Johannes Schulthess in Stäfa. Um 1778 wurde er von Johann Kaspar Lavater an Georg Friedrich Schmoll in Urdorf vermittelt, wo P. eine Zeichenausbildung erhielt. Anschliessend war er als Sekr. bei Lavater tätig, fertigte für die ""Physiognom. Fragmente"" Porträts und Schattenrisse an und erhielt Zeichenstunden bei Johann Balthasar Bullinger. In den 1780er Jahren bildete er sich in der Werkstatt des Kupferstechers Christian von Mechel in Basel weiter. Später nahm er Unterricht bei Johann Melchior Wyrsch. 1793 reiste er nach Italien, wo er in Rom nach der Antike zeichnete und von Asmus Jakob Carstens gefördert wurde. P. wirkte ab 1799 als Bildnismaler, Stecher und Lehrer in Zürich. Er schuf mytholog., bibl., allegor. und hist. Kompositionen."
22567,https://hls-dhs-dss.ch/de/articles/022567/,"Hirzel, Hans Caspar",Männlich,1601–1650,1701–1750,,Hans Caspar,Hirzel,1643-02-01,1712-03-04,1663,"Margaretha Lochmann, Tochter des Heinrich, Obersten"," Autorin/Autor: Katja Hürlimann 1.2.1643 Zürich, 4.3.1712, reformiert, von Zürich. Sohn des Hans Caspar (->). Bruder des Hans Ludwig (->). 1663 Margaretha Lochmann, Tochter des Heinrich, Obersten. 1669-1687 Gerichtsherr zu Kefikon, 1671-1712 Grosser Rat von Zürich (Zunft zur Schneidern), 1677-1682 Obervogt der Vogtei Weinfelden, ab 1682 Quartierhauptmann, 1687-1698 Schultheiss des Stadtgerichts von Zürich, ab 1699 Regimentsoberst, 1700-1702 Landvogt der Grafschaft Thurgau."
22592,https://hls-dhs-dss.ch/de/articles/022592/,"Rieter, Heinrich",Männlich,1751–1800,1801–1850,,Heinrich,Rieter,1751-09-03,1818-06-10,1787,"Caterina Sutermeister, Tochter des Samuel"," Autorin/Autor: Thomas Freivogel 3.9.1751 (und nicht am 15.9.) Winterthur, 10.6.1818 Bern, ref., von Winterthur. Sohn des Heinrich, Tuchscherers, und der Elisabeth Koller. 1787 Caterina Sutermeister, Tochter des Samuel. Obschon bei Johann Ulrich Schellenberg in Winterthur und Anton Graff in Dresden im Porträtieren ausgebildet, beschloss R., u.a. bestärkt durch Salomon Gessner, Landschaftsmaler zu werden. Ab 1777 war er in Bern Gehilfe und Mitarbeiter von Johann Ludwig Aberli und übernahm nach dem Tod des Lehrmeisters dessen druckgraf. Werkstatt. 1780-1818 unterrichtete R. Zeichnen an der unteren Schule in Bern. Er war einer der führenden Berner Kleinmeister. In der Landschaftsdarstellung (Ölmalerei und Umrissradierung) gilt er als Nachfolger Aberlis, über den er 1817 im ""Neujahrsstück herausgegeben von der Künstler-Gesellschaft in Zürich"" auch eine Abhandlung verfasste."
22633,https://hls-dhs-dss.ch/de/articles/022633/,"Schmid, Martin",Männlich,1751–1800,1801–1850,,Martin,Schmid,1786-05-26,1842-10-30,,," Autorin/Autor: Matthias Oberli 26.5.1786 Schwyz, 30.10.1842 Schwyz, kath., von Schwyz. Sohn des David Alois, Kürschners, und der Elisabeth Geisser. Bruder von Franz (->) und David Alois (->). Ledig. Ab 1801 Ausbildung beim Bildhauer Joseph Anton Janser, danach in Bern als Zeichner bei Valentin Sonnenschein, Ende 1803 Rückkehr nach Schwyz, Ausbildung beim Maler Joseph Anton Weber. Als Maler von Porträts, Aquarellen und Bildnisminiaturen tätig, u.a. Bildnisse von Landammann Alois Reding und General Ludwig Auf der Maur. Später in Luzern, danach span. Söldner und Maler, Rückkehr in die Schweiz und wie sein Bruder David Alois Mitarbeiter der Werkstatt Bleuler in Feuerthalen. Später in Schwyz gemeinsames Atelier mit David Alois, anschliessend in der Schweiz und in Deutschland Porträtist des Bürgertums."
22554,https://hls-dhs-dss.ch/de/articles/022554/,"Nüscheler, Hans Jakob",Männlich,1551–1600,1651–1700,,Hans Jakob,Nüscheler,,1654-01-26,​,"1) 1613 Margaretha Usteri, 2) 1629 Elisabeth Hochholzer"," Autorin/Autor: Veronika Feller-Vest 25.12.1583 Zürich, 26.1.1654 Zürich, ref., von Zürich. Sohn des Heinrich, Glasmalers. ​1) 1613 Margaretha Usteri, 2) 1629 Elisabeth Hochholzer. Mit seinem Bruder Christoph Lehre beim Vater. 1612 Meisterrecht. Die Brüder traten in die Meisenzunft ein, um sowohl als Glas- wie als Flachmaler arbeiten zu können. 1642-44 amtierte N. als Zunftmeister, ab 1644 als Amtmann in Embrach. Vermutlich überliess er nach dieser Wahl seine Werkstatt seinem Sohn und Schüler Hans Jakob. Aus N.s Werkstatt sind drei signierte Scheiben erhalten. Gemäss schriftl. Quellen wurden in seiner Werkstatt zwischen 1636 und 1644 aber 180 vom Zürcher Rat bestellte Standesscheiben gemalt. Überdies werden N. mehrere St. Galler, Appenzeller und Winterthurer Gesellschafts- sowie private Wappenscheiben zugeschrieben. N. arbeitete wie sein Vater nach Werken Christoph Murers, v.a. nach Radierungen in dessen Emblembuch (1622)."
22701,https://hls-dhs-dss.ch/de/articles/022701/,"Wolfensberger, Johann Jakob",Männlich,1751–1800,1801–1850,,Johann Jakob,Wolfensberger,1797-02-20,1850-05-15,1841,"Hanna Dorothea Burdon, Malerin, Engländerin"," Autorin/Autor: Tapan Bhattacharya 20.2.1797 Rumlikon (heute Gem. Russikon), 15.5.1850 Zürich, ref., von Rumlikon. Sohn eines begüterten Landwirts. 1841 Hanna Dorothea Burdon, Malerin, Engländerin. 1814-17 Zeichnerlehre in der Kunsthandlung Heinrich Füsslis in Zürich. 1817-25 in Neapel, zunächst als Kopierer bei Jakob Wilhelm Huber, bald selbstständig, Freundschaft mit dem Maler Horace Vernet, 1821 Reise nach Sizilien, ab 1825 in Rom, 1829 in Zürich, 1830 wieder in Rom, 1832-35 Aufenthalt in Athen, 1834 Reise nach Konstantinopel, 1835-37 erneut in Neapel, 1838 Rückkehr nach Zürich. Ausstellungen mit ital. und griech. Ansichten 1838 in Zürich und Wien, 1839 in Paris und 1840 in London. 1842 erneute Rückkehr nach Zürich. 1843 Italienreise. 1846-47 Englandaufenthalt. Die aquarellierten Landschaftsansichten aus Italien und Griechenland, die auch als Radierungen erschienen, stiessen auf grosse Anerkennung."
23304,https://hls-dhs-dss.ch/de/articles/023304/,"Beeli, Conradin",Männlich,1601–1650,1701–1750,,Conradin,Beeli,,1712-05-24,,," Autorin/Autor: Adolf Collenberg 1639 Fideris, 24.5.1712 bei Affoltern am Albis, ref., aus der Fideriser Linie. Sohn des Conradin, Podestas. Berufsmilitär. Ab 1693 Oberstleutnant, 1701-05 Oberst im Regiment Capol in holländ. Diensten. B. wurde als Brigadier im Dienste Zürichs im 2. Villmergerkrieg auf einem Rekognoszierungsritt bei Ottenbach getötet, in der Grossmünsterkirche Zürich beigesetzt und mit einer Gedenktafel geehrt."
23311,https://hls-dhs-dss.ch/de/articles/023311/,"Bleuler, Salomon",Männlich,1751–1800,1801–1850,,Salomon,Bleuler,,1832-12-25,,," Autorin/Autor: Markus Bürgi 15.3.1778 Uster, 25.12.1832 Strassburg, ref., von Zürich. Sohn des Salomon, Gerbers und ab 1796 Sigristen zu Predigern in Zürich. Ledig. Jugend und Theologiestud. in Zürich. 1797-99 Vikar in Gachnang und Rickenbach (ZH). Ab 1799 Offizierslaufbahn. Als Gegner der Franz. Revolution und des Einmarschs in die Schweiz zunächst in engl. und österr. Diensten. 1802-06 in Zürichs Verwaltung, im Bockenkrieg Hauptmann. 1807-14 in napoleon. Diensten, 1811 Major, u.a. Teilnahme am Russlandfeldzug. 1814-15 an der Grenzsicherung der Schweiz beteiligt. 1816-30 im Dienste der Bourbonen Oberst eines Schweizer Infanterie-Regiments. Die Juli-Revolution beendete B.s Karriere. Von der Regenerationsbewegung in Zürich abgestossen, wandte er sich nach Strassburg. Träger mehrerer Orden."
23660,https://hls-dhs-dss.ch/de/articles/023660/,"Escher, Hans Conrad von (vom Luchs)",Männlich,1701–1750,1751–1800,,Hans Conrad von,Escher,1705-05-30,1786-10-12,,," Autorin/Autor: Martin Lassner 30.5.1705 Zürich, 12.10.1786 Zürich, ref., von Zürich. Sohn des Jacob, Landvogts von Wädenswil. Ledig. E. begann seine militär. Karriere 1727 als Kadett beim Landgf. von Hessen-Kassel. 1742 wurde er kaiserl. Oberstleutnant, 1743 General der Republik Genua, 1748 holländ. Generalmaior."
23662,https://hls-dhs-dss.ch/de/articles/023662/,"Escher, Johann Georg (vom Glas)",Männlich,1751–1800,1801–1850,,Johann Georg,Escher,1778-08-08,,​,"Barbara Ott, Tochter des Hans Caspar, Zunftmeisters"," Autorin/Autor: Martin Lassner 8.8.1778 Zürich, August 1834 Zürich, ref., von Zürich. Sohn des Hans Georg, Landvogts von Grüningen. ​Barbara Ott, Tochter des Hans Caspar, Zunftmeisters. 1806 Stadtrichter, 1812 Oberrichter, 1809-30 Zunftmeister der Kämbel, 1830-34 Vertreter der Kämbel im Gr. Stadtrat. Oberstleutnant der Scharfschützen, ab 1830 Mitglied des eidg. Generalstabs. E. war einer der Hauptexponenten der aristokrat.-konservativen Partei und setzte sich in Zürich vergeblich gegen die Abschaffung des Kasernendienstes und die Schleifung der Stadtbefestigung ein."
23694,https://hls-dhs-dss.ch/de/articles/023694/,"Frei, Jakob",Männlich,1501–1550,1801–1850,,Jakob,Frei,,1531-10-24,,," Autorin/Autor: Andrea Weibel zwischen 1480 und 1490 in Zürich, 24.10.1531 Menzingen, ref., von Zürich. Sohn des Hans, Ratsherrn der Zunft zur Schiffleuten. F. war von Beruf Fischer oder Schiffer und gehörte ebenfalls zur Zunft der Schiffleute. Er war 1518-25 im Gr. Rat (Zwölfer) vertreten, 1525-31 sass er als Ratsherr der Zunft im Baptistalrat. Ab Nov. 1528 war F. Schirmhauptmann über die Abtei St. Gallen. Er trug massgeblich zur Verbreitung der Reformation und zur Erweiterung des Zürcher Machtbereichs in der Ostschweiz bei. F. blieb im Namen des Rats nach Ablauf seiner Frist Schirmhauptmann, was den Ärger der kath. Orte hervorrief. Im 2. Kappelerkrieg kam F. als Anführer der St. Galler beim Überfall am Gubel (Gem. Menzingen) ums Leben."
23705,https://hls-dhs-dss.ch/de/articles/023705/,"Füssli, Johann Jakob",Männlich,1751–1800,1801–1850,,Johann Jakob,Füssli,1766-07-19,1844-05-13,​,"1) Elisabeth Gessner, Tochter des Leonhard, Rittmeisters, 2) Cleophea Gessner, Schwester von Elisabeth"," Autorin/Autor: Christoph Zürcher 19.7.1766 Zürich, 13.5.1844 Zürich, ref., von Zürich. Sohn des (Hans) Wilhelm, Ratsherrn und Zunftmeisters. ​1) Elisabeth Gessner, Tochter des Leonhard, Rittmeisters, 2) Cleophea Gessner, Schwester von Elisabeth. 1792 Leutnant in franz. Diensten im Regiment von Steiner. Im gleichen Jahr zog F. als Hauptmann im Regiment Frei nach Genf. 1797 bewirkte er als Major den Erlass eines neuen zürcher. Exerzierreglements. Ab 1813 gehörte er dem eidg. Generalstab an. Nach seiner Beförderung zum Obersten übernahm er im gleichen Jahr das Kommando einer Brigade. 1815 wurde er Kommandant der 2. Armeedivision. F. war Inspektor der Infanterie des 1. Bundesauszuges und Inspektor des 1. Militärkreises. 1795 Zwölfer zur Schmieden, 1804-40 Mitglied des Gr. Rats und 1815-30 des Kl. Rats in Zürich. 1799 Mitglied der Provisor. Munizipalität."
23780,https://hls-dhs-dss.ch/de/articles/023780/,"Hess, Friedrich Ludwig",Männlich,1701–1750,1751–1800,,Friedrich Ludwig,Hess,1721-09-20,1800-02-22,1760,"Anna Dorothea Werdmüller, Tochter des Hans Felix, Hauptmanns, und der Regula Escher vom Luchs, von Elgg"," Autorin/Autor: Katja Hürlimann 20.9.1721, 22.2.1800, ref., von Zürich. Sohn des Hans Rudolf, Landschreibers, und der Anna Katharina (Nachname unbekannt), aus Ulm. 1760 Anna Dorothea Werdmüller, Tochter des Hans Felix, Hauptmanns, und der Regula Escher vom Luchs, von Elgg. 1741 trat H. als Unterleutnant in holländ. Dienste und wurde 1745 zum Oberleutnant und 1747 zum Kapitänleutnant ernannt. 1748 wechselte er ins holländ. Schweizer Garderegiment, wo er 1750 zum Gardehauptmann, 1776 zum Oberstleutnant, 1779 zum Generalmajor und 1790 zum Obersten und Generalleutnant aufstieg. 1756 wurde er in die Gesellschaft der Schildner zum Schneggen aufgenommen und 1777 war er Zwölfer der Zunft zur Kämbel. H. wurde in Holland geadelt."
23781,https://hls-dhs-dss.ch/de/articles/023781/,"Hess, Kaspar",Männlich,1751–1800,1801–1850,,Kaspar,Hess,1769-02-26,1842-01-11,1797,"Juditha Hegner, von Winterthur"," Autorin/Autor: Katja Hürlimann 26.2.1769, 11.1.1842, reformiert, von Zürich und Wülflingen. Sohn des Hans Heinrich, Kaufmanns zum Rechberg, und der Anna von Schulthess. 1797 Juditha Hegner, von Winterthur. 1787 Kadett und 1789 Unterleutnant in französischen Diensten, 1807-1812 Hauptmann (Aidemajor) in Zürich, 1813 Oberstleutnant, im selben Jahr Oberst und 1815-1819 eidgenössischer Oberst. Ab 1794 Landwirt in Wülflingen. 1807 Mitglied des Zunftgerichts (1808 bis mindestens 1813 Präsident). 1814-1830 im Grossen Rat von Zürich."
23663,https://hls-dhs-dss.ch/de/articles/023663/,"Escher, Hans Werner (vom Glas)",Männlich,1551–1600,1651–1700,,Hans Werner,Escher,,1652-12-26,​,"Maria Salome von Ruost, Tochter des Johannes Theobald"," Autorin/Autor: Martin Lassner 1582 im Elsass, 26.12.1652 Waldkirch (Breisgau), von Binningen. Sohn des Hans Heinrich, Dienstmanns der Markgf. von Niederbaden, von Binningen, und der Catharina Christiansin, von Gauenberg im Elsass. ​Maria Salome von Ruost, Tochter des Johannes Theobald. Ritter vom Goldenen Sporn, genannt Escher von Binningen. 1601 Stud. an der Univ. Freiburg i.Br. Ab 1602 in kaiserl. Diensten (Teilnahme am Türkenkrieg). 1616 Fuggerscher Rat. Ab 1619 Kriegsdienst: 1622 Oberstleutnant, 1629 Kommandant von Breisach (nach seinen Plänen wurde die Festung ausgebaut), 1633 Oberst. 1636 Obervogt von Waldkirch. 1641 Kriegsrat bzw. 1643 Berater der Erzherzogin Claudia von Österreich. 1646 Vogt der Stadt und beider Herrschaften Bregenz und Hohenegg."
23664,https://hls-dhs-dss.ch/de/articles/023664/,"Escher, Hans (vom Glas)",Männlich,1451–1500,1501–1550,,Hans,Escher,,,​,"Verena Kappeler, von Frauenfeld"," Autorin/Autor: Martin Lassner um 1470 Zürich, 1538 Zürich, von Zürich. Sohn des Hans, Tuchscherers und Ratsherrn. ​Verena Kappeler, von Frauenfeld. Als Pensionär und Gegner Huldrych Zwinglis wurde E. 1526 verurteilt. Da er sich in der Folgezeit loyal verhielt und über Kriegserfahrung verfügte, wurde er im 2. Kappelerkrieg trotzdem zum obersten Hauptmann Zürichs ernannt. E., der auch Klotz-Escher genannt wurde, galt als exzellenter Redner und als geschickter Verhandlungspartner."
23668,https://hls-dhs-dss.ch/de/articles/023668/,"Fäsi, Johann Kaspar",Männlich,1751–1800,1801–1850,,Johann Kaspar,Fäsi,1795-01-28,1848-08-03,,," Autorin/Autor: Jost Soom 28.1.1795 Zürich, 3.8.1848 Brest-Litowsk (heute Weissrussland), ref., von Zürich. Ledig. Sohn des Johann Kaspar (->). Sekretär am Zürcher Obergericht, 1816 Eintritt in russ. Dienste als Stabshauptmann eines Garderegiments, Garnisonsdienst in Warschau. 1830-31 als Generalmajor Teilnahme an der Niederschlagung des poln. Aufstandes. 1836 Versetzung in den Kaukasus, 1838 Generalleutnant, 1842 Oberkommandierender in Dagestan, 1843 Versetzung nach Podolien (russ. Polen, heute westl. Ukraine)."
23721,https://hls-dhs-dss.ch/de/articles/023721/,"Göldli, Kaspar",Männlich,1451–1500,1501–1550,,Kaspar,Göldli,,,​,"1) Ursula von Breitenlandenberg, 2) Kunigunde von Stadion"," Autorin/Autor: Thomas Gmür 1468, 1542 Rapperswil (SG), von Zürich. Sohn des Heinrich (->). Bruder von Georg (->) und Roland (->). ​1) Ursula von Breitenlandenberg, 2) Kunigunde von Stadion. 1487 Kämmerer am Mailänder Hof. 1499 Hauptmann des Zürcher Fähnleins in der Schlacht bei Frastanz. 1506-10 und 1516-22 Reichsvogt, 1514 Landvogt in Lugano. Im Papstzug 1521 Kommandant des Zürcher Fähnleins, im gleichen Jahr Ritter. 1523 Zeugherr. 1523 in den Soldprozess um Konrad Hegner verwickelt, Flucht nach Rapperswil, wo er Bürger wurde. 1531 musste G. Rapperswil vorübergehend verlassen. Er wurde als Landmann von Schwyz angenommen und stand 1531 in der Schlacht bei Kappel - gegen seinen Bruder Georg - auf kath. Seite."
23722,https://hls-dhs-dss.ch/de/articles/023722/,"Göldli, Georg",Männlich,1451–1500,1501–1550,,Georg,Göldli,,,​,"1) Emerita Mötteli vom Rappenstein, 2) Catharina Truchsess von Waldburg, 3) Anna Keller vom Steinbock"," Autorin/Autor: Thomas Gmür um 1466, 1536 Konstanz, von Zürich. Sohn des Heinrich (->). Bruder von Kaspar (->) und Roland (->). ​1) Emerita Mötteli vom Rappenstein, 2) Catharina Truchsess von Waldburg, 3) Anna Keller vom Steinbock. 1495 Grossrat in Zürich, 1519 Hauptmann im Dienst des Hzg. von Württemberg, 1521 Hauptmann im Zug nach Piacenza. 1521 Ritter. 1525 Bauherr und 1526 Zeugherr in Zürich. 1531 Hauptmann im 2. Müsserkrieg, Kommandant beim Auszug nach Kappel und in der Schlacht vom 11.10.1531, wo er auch gegen seinen Bruder Kaspar kämpfte. Gegen G. wurde danach eine Untersuchung angestrengt, doch wurde er schliesslich freigesprochen. 1532 verliess er Zürich, 1533 verkaufte er den Göldliturm."
5367,https://hls-dhs-dss.ch/de/articles/005367/,"Schindler, Dietrich",Männlich,1751–1800,1851–1900,,Dietrich,Schindler,1795-11-28,1882-04-02,1826,Maria Georgia S," Autorin/Autor: Veronika Feller-Vest 28.11.1795 Mollis (heute Gem. Glarus Nord), 2.4.1882 Wiesbaden, ref., von Mollis. Sohn des Samuel (->) und der Barbara Schmid. 1826 Maria Georgia S., Tochter des Kaspar (->). Ausbildung am Institut Fellenberg in Hofwil, 1816-20 Rechtsstudium in Heidelberg, Bonn und Berlin, kaufmänn. Lehre in Triest. S. war Associé der Firma Jenny & Schindler in Hard bei Bregenz. 1821 wurde er Glarner Ratsherr, 1824 Pannervortrager, 1826 Zeugherr und 1834 Landesfähnrich, nach 1822 Mitglied des evang. Appellationsgerichts (1835 Präs.) sowie 1834 und 1838 Tagsatzungsgesandter. S. förderte die Schulreform (1827 Präs. des evang., 1837-41 des parität. Schulrats) und erarbeitete eine Anleitung für Lehrer. Er setzte sich für den Ausbau des Strassenwesens ein, u.a. initiierte er die Kerenzerbergstrasse. Ab 1831 verfocht S. liberale Postulate, 1832 befürwortete er die Revision der Bundesakte. Als Mitglied des kant. Verfassungsrats von 1836 war er massgeblich an der Ausarbeitung der Glarner Verfassung beteiligt, welche die Aufhebung der konfessionellen Landesteilung brachte. Insbesondere die Ausführungsgesetze stammten von ihm. Als Führer der Reformpartei 1837 zum Landammann gewählt, konnte S. den Widerstand der Katholiken erst durch die militär. Besetzung von Näfels brechen. Von den Radikalen, die ihm Nachgiebigkeit gegenüber der kath. Geistlichkeit vorwarfen, wurde er zunehmend angefeindet. 1840 liess er sich überreden, das Statthalteramt zu übernehmen. Ein Jahr später trat er von allen Ämtern zurück und übersiedelte 1842 nach Zürich. S. verhalf dem Liberalismus im Kt. Glarus zum Durchbruch. Er vertrat eine gemässigte Richtung, die den Ausgleich mit der kath. Minderheit suchte."
